,Order Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit_Range
1387,28-07-20,Standard Class,MH-17620,Corporate,United States,San Francisco,California,West,Office Supplies,Storage,14.98,1,0.0,4.1944,Low_Profit
1389,29-07-20,Second Class,AG-10675,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Appliances,34.848,2,0.2,6.534,Low_Profit
1390,29-07-20,Second Class,AG-10675,Consumer,United States,Jacksonville,North Carolina,South,Technology,Phones,22.0,5,0.2,1.375,Low_Profit
1391,29-07-20,Second Class,AG-10675,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Art,4.368,3,0.2,0.3822,Low_Profit
1392,29-07-20,Standard Class,GW-14605,Consumer,United States,Seattle,Washington,West,Technology,Accessories,90.57,3,0.0,11.7741,Low_Profit
1393,29-07-20,Standard Class,LA-16780,Corporate,United States,Austin,Texas,Central,Office Supplies,Fasteners,2.896,2,0.2,0.4706,Low_Profit
1394,29-07-20,Standard Class,LA-16780,Corporate,United States,Austin,Texas,Central,Technology,Phones,124.792,1,0.2,15.599,Low_Profit
1395,29-07-20,Second Class,GM-14440,Consumer,United States,Troy,New York,East,Office Supplies,Art,60.12,9,0.0,22.2444,Low_Profit
1396,29-07-20,Standard Class,RF-19735,Consumer,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Binders,33.48,2,0.0,16.4052,Low_Profit
1398,29-07-20,Standard Class,RF-19735,Consumer,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Appliances,137.62,2,0.0,60.5528,Medium_profit
1400,29-07-20,Standard Class,VG-21790,Consumer,United States,Seattle,Washington,West,Furniture,Bookcases,115.96,2,0.0,25.5112,Low_Profit
1402,30-07-20,Second Class,JL-15835,Consumer,United States,Mission Viejo,California,West,Office Supplies,Labels,26.25,7,0.0,12.6,Low_Profit
1403,30-07-20,First Class,TC-21475,Home Office,United States,Lakewood,Ohio,East,Office Supplies,Binders,76.776,4,0.7,53.7432,Medium_profit
1404,30-07-20,Standard Class,JF-15355,Consumer,United States,Baltimore,Maryland,East,Technology,Phones,89.95,5,0.0,43.176,Medium_profit
1405,31-07-20,Standard Class,EA-14035,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,54.816,3,0.2,17.8152,Low_Profit
1406,31-07-20,Standard Class,EH-14125,Home Office,United States,Fort Lauderdale,Florida,South,Technology,Accessories,41.424,2,0.2,8.2848,Low_Profit
1407,31-07-20,Same Day,KW-16435,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,36.792,1,0.2,4.1391,Low_Profit
1408,31-07-20,First Class,EC-14050,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,56.56,2,0.0,15.2712,Low_Profit
1409,31-07-20,First Class,EC-14050,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,36.96,7,0.0,11.4576,Low_Profit
1410,31-07-20,Standard Class,LS-17200,Corporate,United States,Milwaukee,Wisconsin,Central,Office Supplies,Binders,17.52,4,0.0,8.4096,Low_Profit
1411,31-07-20,Standard Class,LS-17200,Corporate,United States,Milwaukee,Wisconsin,Central,Office Supplies,Appliances,155.88,6,0.0,54.558,Medium_profit
1412,31-07-20,Standard Class,GM-14680,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,285.576,4,0.4,57.1152,Medium_profit
1413,31-07-20,Standard Class,LB-16795,Home Office,United States,Wilmington,Delaware,East,Office Supplies,Paper,11.54,1,0.0,5.5392,Low_Profit
1415,31-07-20,Standard Class,LB-16795,Home Office,United States,Wilmington,Delaware,East,Office Supplies,Binders,11.01,3,0.0,5.3949,Low_Profit
1416,01-08-20,First Class,AT-10735,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,95.984,2,0.2,5.999,Low_Profit
1417,01-08-20,First Class,LH-16750,Consumer,United States,Charlotte,North Carolina,South,Technology,Phones,271.96,5,0.2,16.9975,Low_Profit
1419,01-08-20,Standard Class,AS-10045,Corporate,United States,Austin,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,Low_Profit
1420,01-08-20,Second Class,HK-14890,Corporate,United States,Salinas,California,West,Office Supplies,Binders,54.896,2,0.2,18.5274,Low_Profit
1421,01-08-20,Second Class,EM-13960,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,186.54,3,0.0,50.3658,Medium_profit
1422,03-08-20,First Class,CM-12190,Consumer,United States,Chicago,Illinois,Central,Furniture,Bookcases,183.372,2,0.3,36.6744,Medium_profit
1423,03-08-20,Second Class,BD-11725,Consumer,United States,San Francisco,California,West,Office Supplies,Labels,51.75,5,0.0,24.84,Low_Profit
1424,03-08-20,Second Class,BD-11725,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,123.96,3,0.0,11.1564,Low_Profit
1425,03-08-20,Second Class,GA-14515,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,99.87,3,0.0,23.9688,Low_Profit
1426,03-08-20,Standard Class,AB-10105,Consumer,United States,Bloomington,Illinois,Central,Technology,Accessories,39.816,3,0.2,7.4655,Low_Profit
1427,03-08-20,Second Class,SC-20230,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,16.06,1,0.0,4.1756,Low_Profit
1428,03-08-20,First Class,TB-21055,Consumer,United States,Fairfield,Ohio,East,Office Supplies,Labels,16.52,5,0.2,5.369,Low_Profit
1429,04-08-20,First Class,HM-14860,Corporate,United States,Loveland,Colorado,West,Office Supplies,Paper,7.968,2,0.2,2.8884,Low_Profit
1430,04-08-20,First Class,HM-14860,Corporate,United States,Loveland,Colorado,West,Office Supplies,Envelopes,8.784,1,0.2,3.1842,Low_Profit
1431,04-08-20,Standard Class,HM-14860,Corporate,United States,Carrollton,Texas,Central,Office Supplies,Binders,3.318,3,0.8,5.6406,Low_Profit
1432,05-08-20,First Class,PW-19030,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Paper,13.76,2,0.0,6.3296,Low_Profit
1433,05-08-20,First Class,NZ-18565,Home Office,United States,Houston,Texas,Central,Office Supplies,Storage,151.056,9,0.2,7.5528,Low_Profit
1434,05-08-20,Standard Class,PO-18865,Consumer,United States,Indianapolis,Indiana,Central,Office Supplies,Binders,125.88,6,0.0,60.4224,Medium_profit
1435,05-08-20,Standard Class,PO-18865,Consumer,United States,Indianapolis,Indiana,Central,Technology,Accessories,79.78,2,0.0,29.5186,Low_Profit
1436,05-08-20,Standard Class,PO-18865,Consumer,United States,Indianapolis,Indiana,Central,Office Supplies,Labels,133.2,9,0.0,66.6,Medium_profit
1437,06-08-20,Second Class,SV-20365,Consumer,United States,Lafayette,Louisiana,South,Furniture,Bookcases,145.74,3,0.0,23.3184,Low_Profit
1438,06-08-20,Second Class,SV-20365,Consumer,United States,Lafayette,Louisiana,South,Furniture,Furnishings,15.4,5,0.0,7.392,Low_Profit
1439,06-08-20,Standard Class,TB-21355,Corporate,United States,Cedar Hill,Texas,Central,Office Supplies,Paper,115.296,3,0.2,40.3536,Medium_profit
1441,06-08-20,Standard Class,GM-14455,Home Office,United States,Concord,New Hampshire,East,Office Supplies,Labels,24.64,8,0.0,11.8272,Low_Profit
1442,06-08-20,Standard Class,GM-14455,Home Office,United States,Concord,New Hampshire,East,Office Supplies,Art,227.88,6,0.0,68.364,Medium_profit
1443,06-08-20,Standard Class,SH-20395,Consumer,United States,New York City,New York,East,Office Supplies,Supplies,70.12,4,0.0,21.036,Low_Profit
1444,07-08-20,Second Class,FM-14380,Consumer,United States,Jacksonville,North Carolina,South,Technology,Accessories,79.992,1,0.2,21.9978,Low_Profit
1445,07-08-20,Standard Class,JW-15955,Consumer,United States,Long Beach,New York,East,Office Supplies,Art,11.68,2,0.0,5.4896,Low_Profit
1446,07-08-20,Standard Class,JW-15955,Consumer,United States,Long Beach,New York,East,Office Supplies,Art,104.8,10,0.0,26.2,Low_Profit
1447,07-08-20,Standard Class,JK-15370,Consumer,United States,San Diego,California,West,Technology,Phones,159.96,5,0.2,17.9955,Low_Profit
1448,07-08-20,Standard Class,JK-15370,Consumer,United States,San Diego,California,West,Office Supplies,Binders,13.76,2,0.2,4.644,Low_Profit
1449,07-08-20,Standard Class,CC-12475,Consumer,United States,Moorhead,Minnesota,Central,Technology,Accessories,63.96,4,0.0,19.8276,Low_Profit
1450,07-08-20,Standard Class,MC-17575,Consumer,United States,San Jose,California,West,Office Supplies,Paper,244.55,5,0.0,114.9385,Medium_profit
1451,07-08-20,First Class,CK-12205,Consumer,United States,Dallas,Texas,Central,Technology,Accessories,119.448,3,0.2,13.4379,Low_Profit
1452,07-08-20,First Class,CK-12205,Consumer,United States,Dallas,Texas,Central,Office Supplies,Storage,118.16,2,0.2,25.109,Low_Profit
1454,07-08-20,Standard Class,JL-15505,Consumer,United States,Westminster,California,West,Office Supplies,Binders,11.952,3,0.2,4.1832,Low_Profit
1455,07-08-20,Standard Class,JL-15505,Consumer,United States,Westminster,California,West,Office Supplies,Binders,31.128,3,0.2,11.673,Low_Profit
1456,07-08-20,Standard Class,JL-15505,Consumer,United States,Westminster,California,West,Technology,Accessories,55.76,4,0.0,7.8064,Low_Profit
1457,07-08-20,Standard Class,JL-15505,Consumer,United States,Westminster,California,West,Office Supplies,Paper,24.56,2,0.0,11.5432,Low_Profit
1458,07-08-20,Standard Class,JL-15505,Consumer,United States,Westminster,California,West,Furniture,Furnishings,51.75,1,0.0,15.525,Low_Profit
1459,07-08-20,Standard Class,JL-15505,Consumer,United States,Westminster,California,West,Furniture,Chairs,207.184,1,0.2,25.898,Low_Profit
1461,10-08-20,Standard Class,IL-15100,Consumer,United States,Columbus,Indiana,Central,Office Supplies,Envelopes,70.08,6,0.0,35.04,Medium_profit
1462,10-08-20,Standard Class,IL-15100,Consumer,United States,Columbus,Indiana,Central,Furniture,Furnishings,121.3,2,0.0,25.473,Low_Profit
1464,10-08-20,Second Class,SC-20695,Corporate,United States,Richmond,Indiana,Central,Office Supplies,Paper,177.2,5,0.0,83.284,Medium_profit
1465,11-08-20,First Class,SF-20965,Corporate,United States,Bedford,Texas,Central,Office Supplies,Paper,29.664,4,0.2,10.0116,Low_Profit
1466,11-08-20,First Class,SF-20965,Corporate,United States,Bedford,Texas,Central,Office Supplies,Art,9.184,7,0.2,2.87,Low_Profit
1467,11-08-20,First Class,SF-20965,Corporate,United States,Bedford,Texas,Central,Technology,Phones,153.584,2,0.2,13.4386,Low_Profit
1468,11-08-20,First Class,SF-20965,Corporate,United States,Bedford,Texas,Central,Office Supplies,Binders,12.864,8,0.8,22.512,Low_Profit
1470,11-08-20,Standard Class,SJ-20125,Home Office,United States,New York City,New York,East,Office Supplies,Paper,25.92,4,0.0,12.4416,Low_Profit
1471,12-08-20,Standard Class,RH-19495,Consumer,United States,Orlando,Florida,South,Office Supplies,Paper,20.736,4,0.2,7.2576,Low_Profit
1473,12-08-20,First Class,JM-16195,Consumer,United States,Lake Forest,California,West,Furniture,Furnishings,54.92,4,0.0,19.7712,Low_Profit
1474,12-08-20,Same Day,BB-11545,Corporate,United States,Columbia,Maryland,East,Office Supplies,Art,17.52,3,0.0,5.256,Low_Profit
1476,12-08-20,Same Day,BB-11545,Corporate,United States,Columbia,Maryland,East,Office Supplies,Art,219.9,5,0.0,59.373,Medium_profit
1477,12-08-20,Standard Class,DK-12895,Consumer,United States,Seattle,Washington,West,Technology,Copiers,299.99,1,0.0,89.997,Medium_profit
1478,12-08-20,Standard Class,DK-12895,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,192.16,4,0.0,92.2368,Medium_profit
1479,12-08-20,Standard Class,DK-12895,Consumer,United States,Seattle,Washington,West,Technology,Phones,242.624,8,0.2,27.2952,Low_Profit
1480,12-08-20,Standard Class,DK-12895,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,46.74,3,0.0,11.685,Low_Profit
1481,12-08-20,Standard Class,DK-12895,Consumer,United States,Seattle,Washington,West,Technology,Accessories,174.95,5,0.0,12.2465,Low_Profit
1482,12-08-20,Standard Class,DK-12895,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,100.704,6,0.2,37.764,Medium_profit
1483,13-08-20,Same Day,JK-15370,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,31.44,3,0.0,8.4888,Low_Profit
1484,13-08-20,Same Day,JK-15370,Consumer,United States,San Francisco,California,West,Office Supplies,Appliances,83.79,7,0.0,22.6233,Low_Profit
1485,13-08-20,Same Day,JK-15370,Consumer,United States,San Francisco,California,West,Office Supplies,Art,59.52,3,0.0,15.4752,Low_Profit
1486,13-08-20,Same Day,JK-15370,Consumer,United States,San Francisco,California,West,Office Supplies,Supplies,31.92,4,0.0,9.2568,Low_Profit
1487,13-08-20,Standard Class,KD-16495,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Labels,17.544,3,0.2,5.9211,Low_Profit
1488,13-08-20,Standard Class,MK-17905,Corporate,United States,San Diego,California,West,Office Supplies,Binders,36.024,3,0.2,11.7078,Low_Profit
1489,13-08-20,Standard Class,DC-12850,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Appliances,272.048,7,0.2,30.6054,Medium_profit
1491,13-08-20,Standard Class,DC-12850,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Fasteners,24.32,5,0.2,9.12,Low_Profit
1492,13-08-20,Standard Class,DC-12850,Consumer,United States,Memphis,Tennessee,South,Technology,Accessories,1.584,2,0.2,0.4752,Low_Profit
1493,13-08-20,Standard Class,DC-12850,Consumer,United States,Memphis,Tennessee,South,Furniture,Furnishings,31.984,1,0.2,0.0,Low_Profit
1494,13-08-20,Standard Class,DC-12850,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Envelopes,14.76,5,0.2,4.797,Low_Profit
1496,14-08-20,Second Class,NP-18700,Consumer,United States,San Francisco,California,West,Office Supplies,Labels,5.76,2,0.0,2.8224,Low_Profit
1497,14-08-20,Second Class,NP-18700,Consumer,United States,San Francisco,California,West,Office Supplies,Art,16.68,6,0.0,4.3368,Low_Profit
1499,15-08-20,Standard Class,JG-15160,Consumer,United States,Plainfield,New Jersey,East,Office Supplies,Appliances,97.84,2,0.0,25.4384,Low_Profit
1501,15-08-20,Standard Class,BO-11350,Corporate,United States,Roseville,Minnesota,Central,Office Supplies,Labels,50.4,8,0.0,23.184,Low_Profit
1502,16-08-20,Same Day,SJ-20215,Consumer,United States,Columbia,Tennessee,South,Office Supplies,Binders,13.428,3,0.7,11.19,Low_Profit
1503,16-08-20,Same Day,SJ-20215,Consumer,United States,Columbia,Tennessee,South,Office Supplies,Storage,67.136,4,0.2,0.8392,Low_Profit
1506,17-08-20,Standard Class,AH-10120,Home Office,United States,Louisville,Kentucky,South,Office Supplies,Binders,102.93,3,0.0,48.3771,Medium_profit
1507,17-08-20,Standard Class,AH-10120,Home Office,United States,Louisville,Kentucky,South,Technology,Accessories,98.16,6,0.0,9.816,Low_Profit
1508,17-08-20,Standard Class,ED-13885,Home Office,United States,Houston,Texas,Central,Office Supplies,Supplies,5.552,2,0.2,1.041,Low_Profit
1509,17-08-20,Standard Class,ED-13885,Home Office,United States,Houston,Texas,Central,Office Supplies,Art,8.016,3,0.2,1.002,Low_Profit
1510,17-08-20,Standard Class,ED-13885,Home Office,United States,Houston,Texas,Central,Furniture,Chairs,74.592,4,0.3,2.1312,Low_Profit
1511,17-08-20,Standard Class,ED-13885,Home Office,United States,Houston,Texas,Central,Furniture,Furnishings,16.784,2,0.6,22.2388,Low_Profit
1512,17-08-20,Standard Class,ED-13885,Home Office,United States,Houston,Texas,Central,Office Supplies,Appliances,38.864,4,0.8,99.1032,Medium_profit
1514,17-08-20,Standard Class,RW-19540,Corporate,United States,Brentwood,California,West,Office Supplies,Envelopes,23.36,2,0.0,11.68,Low_Profit
1515,17-08-20,Standard Class,RW-19540,Corporate,United States,Brentwood,California,West,Technology,Phones,71.976,3,0.2,8.997,Low_Profit
1516,17-08-20,Standard Class,RW-19540,Corporate,United States,Brentwood,California,West,Office Supplies,Paper,8.56,2,0.0,3.852,Low_Profit
1517,17-08-20,Standard Class,RW-19540,Corporate,United States,Brentwood,California,West,Office Supplies,Binders,13.92,3,0.2,4.872,Low_Profit
1520,17-08-20,Standard Class,RW-19540,Corporate,United States,Brentwood,California,West,Office Supplies,Binders,221.056,8,0.2,77.3696,Medium_profit
1521,18-08-20,Second Class,NG-18355,Corporate,United States,New York City,New York,East,Furniture,Furnishings,40.48,2,0.0,15.7872,Low_Profit
1522,18-08-20,Second Class,NG-18355,Corporate,United States,New York City,New York,East,Furniture,Furnishings,9.94,2,0.0,3.0814,Low_Profit
1523,18-08-20,Second Class,NG-18355,Corporate,United States,New York City,New York,East,Office Supplies,Binders,107.424,9,0.2,33.57,Medium_profit
1524,18-08-20,Second Class,NG-18355,Corporate,United States,New York City,New York,East,Technology,Phones,37.91,1,0.0,10.9939,Low_Profit
1525,18-08-20,Second Class,NG-18355,Corporate,United States,New York City,New York,East,Furniture,Furnishings,88.02,3,0.0,27.2862,Low_Profit
1526,18-08-20,Standard Class,RA-19915,Consumer,United States,Dallas,Texas,Central,Office Supplies,Storage,200.064,3,0.2,12.504,Low_Profit
1527,18-08-20,Standard Class,RA-19915,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,21.38,5,0.8,33.139,Medium_profit
1528,18-08-20,Standard Class,RA-19915,Consumer,United States,Dallas,Texas,Central,Office Supplies,Binders,6.744,4,0.8,11.4648,Low_Profit
1534,18-08-20,Standard Class,YS-21880,Corporate,United States,Seattle,Washington,West,Furniture,Furnishings,65.94,3,0.0,22.4196,Low_Profit
1535,18-08-20,Second Class,PJ-19015,Consumer,United States,Columbus,Ohio,East,Office Supplies,Art,9.912,3,0.2,1.239,Low_Profit
1536,18-08-20,Standard Class,CK-12205,Consumer,United States,Lakewood,Ohio,East,Office Supplies,Binders,10.782,3,0.7,7.9068,Low_Profit
1537,18-08-20,Standard Class,CM-12160,Consumer,United States,New Bedford,Massachusetts,East,Technology,Accessories,23.18,2,0.0,7.6494,Low_Profit
1539,19-08-20,Standard Class,SC-20575,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,2.296,2,0.8,3.9032,Low_Profit
1540,19-08-20,Standard Class,DO-13645,Consumer,United States,Lawrence,Massachusetts,East,Office Supplies,Paper,19.44,3,0.0,9.3312,Low_Profit
1541,19-08-20,Standard Class,DO-13435,Consumer,United States,Salt Lake City,Utah,West,Office Supplies,Binders,102.72,3,0.2,37.236,Medium_profit
1542,20-08-20,Second Class,GM-14500,Consumer,United States,Fresno,California,West,Office Supplies,Binders,239.12,5,0.2,77.714,Medium_profit
1543,20-08-20,Same Day,EM-13810,Corporate,United States,Franklin,Massachusetts,East,Office Supplies,Storage,40.29,3,0.0,10.4754,Low_Profit
1544,20-08-20,Standard Class,LR-17035,Corporate,United States,San Francisco,California,West,Office Supplies,Supplies,17.22,3,0.0,5.166,Low_Profit
1545,20-08-20,Standard Class,LR-17035,Corporate,United States,San Francisco,California,West,Office Supplies,Storage,226.56,6,0.0,63.4368,Medium_profit
1546,20-08-20,Standard Class,LR-17035,Corporate,United States,San Francisco,California,West,Technology,Phones,107.88,3,0.2,10.788,Low_Profit
1547,20-08-20,Standard Class,KT-16480,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,25.92,4,0.0,12.4416,Low_Profit
1548,20-08-20,Standard Class,TT-21460,Home Office,United States,Charlotte,North Carolina,South,Technology,Phones,35.96,1,0.2,3.596,Low_Profit
1550,21-08-20,Standard Class,GT-14710,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Fasteners,35.0,7,0.0,16.8,Low_Profit
1551,21-08-20,Standard Class,GT-14710,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Supplies,37.24,4,0.0,10.7996,Low_Profit
1552,21-08-20,Standard Class,GT-14710,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,Envelopes,15.28,2,0.0,7.4872,Low_Profit
1553,21-08-20,First Class,PR-18880,Consumer,United States,Oakland,California,West,Office Supplies,Art,17.12,4,0.0,4.9648,Low_Profit
1555,21-08-20,First Class,PR-18880,Consumer,United States,Oakland,California,West,Furniture,Furnishings,129.92,4,0.0,10.3936,Low_Profit
1557,21-08-20,First Class,PR-18880,Consumer,United States,Oakland,California,West,Office Supplies,Binders,117.144,9,0.2,42.4647,Medium_profit
1558,21-08-20,First Class,PR-18880,Consumer,United States,Oakland,California,West,Office Supplies,Appliances,203.52,3,0.0,54.9504,Medium_profit
1559,21-08-20,First Class,PR-18880,Consumer,United States,Oakland,California,West,Office Supplies,Labels,51.75,5,0.0,24.84,Low_Profit
1560,21-08-20,Standard Class,TH-21550,Home Office,United States,Columbia,Maryland,East,Office Supplies,Paper,277.4,5,0.0,133.152,Medium_profit
1561,21-08-20,Standard Class,TH-21550,Home Office,United States,Columbia,Maryland,East,Furniture,Furnishings,25.16,2,0.0,8.5544,Low_Profit
1562,21-08-20,Standard Class,TH-21550,Home Office,United States,Columbia,Maryland,East,Furniture,Furnishings,91.92,4,0.0,31.2528,Medium_profit
1563,21-08-20,Same Day,DL-13495,Corporate,United States,Chandler,Arizona,West,Office Supplies,Paper,83.88,1,0.2,29.358,Low_Profit
1566,21-08-20,Second Class,CM-11815,Corporate,United States,Seattle,Washington,West,Technology,Accessories,33.18,2,0.0,11.613,Low_Profit
1567,21-08-20,Standard Class,PK-19075,Consumer,United States,New York City,New York,East,Office Supplies,Binders,32.088,7,0.2,11.2308,Low_Profit
1569,21-08-20,Standard Class,SC-20845,Consumer,United States,Louisville,Colorado,West,Office Supplies,Storage,237.096,3,0.2,20.7459,Low_Profit
1570,21-08-20,Standard Class,SC-20845,Consumer,United States,Louisville,Colorado,West,Furniture,Furnishings,22.752,3,0.2,7.11,Low_Profit
1571,21-08-20,Standard Class,SC-20845,Consumer,United States,Louisville,Colorado,West,Office Supplies,Paper,6.672,1,0.2,2.085,Low_Profit
1572,22-08-20,First Class,TM-21490,Consumer,United States,San Francisco,California,West,Furniture,Tables,210.008,1,0.2,2.6251,Low_Profit
1575,23-08-20,Second Class,PO-18850,Consumer,United States,Tallahassee,Florida,South,Office Supplies,Paper,49.568,2,0.2,15.49,Low_Profit
1576,23-08-20,Second Class,PO-18850,Consumer,United States,Tallahassee,Florida,South,Office Supplies,Appliances,161.376,6,0.2,12.1032,Low_Profit
1577,23-08-20,Second Class,PO-18850,Consumer,United States,Tallahassee,Florida,South,Furniture,Furnishings,2.784,2,0.2,0.4176,Low_Profit
1578,23-08-20,Second Class,PO-18850,Consumer,United States,Tallahassee,Florida,South,Office Supplies,Paper,8.72,5,0.2,2.943,Low_Profit
1579,24-08-20,Standard Class,AH-10195,Corporate,United States,New York City,New York,East,Office Supplies,Binders,24.672,4,0.2,7.71,Low_Profit
1580,24-08-20,Standard Class,AH-10195,Corporate,United States,New York City,New York,East,Office Supplies,Binders,3.744,1,0.2,1.3104,Low_Profit
1582,24-08-20,Second Class,DM-13015,Consumer,United States,Lancaster,Ohio,East,Office Supplies,Paper,10.368,2,0.2,3.7584,Low_Profit
1583,25-08-20,Standard Class,GA-14725,Consumer,United States,Charlotte,North Carolina,South,Office Supplies,Paper,192.16,5,0.2,67.256,Medium_profit
1584,25-08-20,Second Class,DW-13540,Consumer,United States,Jackson,Tennessee,South,Office Supplies,Art,9.728,2,0.2,1.7024,Low_Profit
1585,25-08-20,Second Class,DW-13540,Consumer,United States,Jackson,Tennessee,South,Office Supplies,Paper,3.424,1,0.2,1.07,Low_Profit
1586,25-08-20,First Class,JE-15715,Consumer,United States,Cleveland,Ohio,East,Office Supplies,Storage,25.696,2,0.2,1.9272,Low_Profit
1587,25-08-20,Standard Class,SV-20365,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,130.98,2,0.5,89.0664,Medium_profit
1588,26-08-20,Standard Class,SC-20680,Home Office,United States,Columbus,Georgia,South,Technology,Accessories,71.98,2,0.0,15.1158,Low_Profit
1589,26-08-20,Standard Class,DP-13000,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,64.96,5,0.6,43.848,Medium_profit
1590,26-08-20,First Class,HJ-14875,Home Office,United States,Detroit,Michigan,Central,Office Supplies,Storage,53.72,4,0.0,13.9672,Low_Profit
1592,27-08-20,First Class,MR-17545,Home Office,United States,New York City,New York,East,Office Supplies,Storage,63.84,8,0.0,16.5984,Low_Profit
1594,27-08-20,First Class,MR-17545,Home Office,United States,New York City,New York,East,Office Supplies,Binders,37.008,6,0.2,11.565,Low_Profit
1595,27-08-20,First Class,SE-20110,Consumer,United States,Dallas,Texas,Central,Office Supplies,Art,5.952,1,0.2,0.372,Low_Profit
1596,27-08-20,First Class,SP-20620,Corporate,United States,Tampa,Florida,South,Office Supplies,Envelopes,2.896,1,0.2,0.9774,Low_Profit
1597,27-08-20,Second Class,DR-12880,Corporate,United States,Inglewood,California,West,Furniture,Furnishings,198.46,2,0.0,99.23,Medium_profit
1600,27-08-20,Second Class,DR-12880,Corporate,United States,Inglewood,California,West,Office Supplies,Supplies,28.4,5,0.0,8.236,Low_Profit
1601,27-08-20,Second Class,DR-12880,Corporate,United States,Inglewood,California,West,Furniture,Chairs,230.28,3,0.2,23.028,Low_Profit
1602,27-08-20,Second Class,DR-12880,Corporate,United States,Inglewood,California,West,Office Supplies,Paper,116.28,3,0.0,56.9772,Medium_profit
1605,27-08-20,Standard Class,DK-12895,Consumer,United States,Franklin,Tennessee,South,Office Supplies,Paper,5.184,1,0.2,1.8144,Low_Profit
1606,27-08-20,Second Class,ST-20530,Consumer,United States,Port Saint Lucie,Florida,South,Office Supplies,Appliances,14.336,4,0.2,0.896,Low_Profit
1607,27-08-20,Same Day,BP-11185,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,12.672,3,0.2,3.96,Low_Profit
1609,27-08-20,Standard Class,SF-20200,Consumer,United States,Mesa,Arizona,West,Furniture,Furnishings,120.576,8,0.2,33.1584,Medium_profit
1610,28-08-20,Standard Class,KN-16705,Home Office,United States,Seattle,Washington,West,Technology,Phones,35.168,4,0.2,11.4296,Low_Profit
1612,28-08-20,Standard Class,KN-16705,Home Office,United States,Seattle,Washington,West,Office Supplies,Binders,99.68,5,0.2,32.396,Medium_profit
1613,28-08-20,Standard Class,KN-16705,Home Office,United States,Seattle,Washington,West,Office Supplies,Art,5.56,2,0.0,1.4456,Low_Profit
1614,28-08-20,Standard Class,SC-20305,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,25.344,6,0.2,7.92,Low_Profit
1615,28-08-20,Standard Class,SC-20305,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,26.72,5,0.2,9.352,Low_Profit
1616,28-08-20,Standard Class,MG-17650,Home Office,United States,Milwaukee,Wisconsin,Central,Office Supplies,Supplies,21.81,3,0.0,5.8887,Low_Profit
1617,28-08-20,Standard Class,MG-17650,Home Office,United States,Milwaukee,Wisconsin,Central,Office Supplies,Appliances,91.6,5,0.0,26.564,Low_Profit
1618,29-08-20,First Class,CP-12085,Corporate,United States,Quincy,Illinois,Central,Office Supplies,Labels,47.36,4,0.2,17.76,Low_Profit
1619,29-08-20,First Class,CP-12085,Corporate,United States,Quincy,Illinois,Central,Office Supplies,Storage,27.44,2,0.2,2.401,Low_Profit
1620,29-08-20,First Class,CP-12085,Corporate,United States,Quincy,Illinois,Central,Office Supplies,Binders,3.24,9,0.8,5.184,Low_Profit
1621,29-08-20,Second Class,MD-17860,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,9.408,7,0.2,0.7056,Low_Profit
1622,29-08-20,Standard Class,RW-19540,Corporate,United States,Los Angeles,California,West,Furniture,Furnishings,148.02,3,0.0,41.4456,Medium_profit
